 0.069 0.05 150.0  S151(Co) RT D1A 1.91A        MON=5000
 4    75 4    77 4    75 4    68 4    70 4    73 4    76 4    82 4    77 3    81
 3    89 3    93 3   107 3   111 3   119 3   124 3   147 3   168 3   193 3   234
 3   255 3   290 3   298 3   327 3   367 3   368 3   372 3   351 3   377 3   351
 3   341 3   310 3   261 3   232 3   203 3   181 3   155 3   138 3   128 3   104
 3    95 3    94 3    84 3    90 3    76 3    69 3    74 3    73 3    81 3    76
 3    78 3    81 3    81 3    65 3    74 3    70 3    71 3    71 3    72 3    69
 3    77 3    73 3    79 3    77 3    74 3    78 3    77 3    76 3    74 3    71
 3    75 3    86 3    80 3    86 3    94 3    98 3   104 3   108 3   125 3   137
 3   137 3   155 3   180 3   197 3   219 3   247 3   268 3   313 3   361 3   365
 3   391 3   438 3   471 3   477 3   488 3   497 3   508 3   484 3   473 3   435
 3   404 3   370 3   339 3   293 3   265 3   244 3   212 3   183 3   147 3   145
 3   133 3   122 3   112 3   104 3    89 3    89 3    90 3    90 3    80 3    81
 3    87 3    77 3    77 3    76 3    79 3    70 3    72 3    76 3    70 3    78
 3    76 3    76 3    73 2    74 2    73 2    74 2    78 2    71 2    75 2    72
 2    73 2    70 2    83 2    81 2    77 2    74 2    76 2    68 2    76 2    81
 2    73 2    72 2    77 2    82 2    73 2    79 2    84 2    65 2    74 2    86
 2    70 2    64 2    70 2    62 2    68 2    74 2    78 2    78 2    65 2    80
 2    69 2    88 2    73 2    80 2    72 2    72 2    76 2    74 2    82 2    83
 2    84 2    78 2    87 2    74 2    92 2    75 2    81 2    97 2    82 2    72
 2    84 2    86 2    76 2    86 2    83 2    78 2    82 2    81 2    83 2    80
 2    75 2    69 2    70 2    79 2    67 2    85 2    75 2    68 2    74 2    77
 2    72 2    68 2    71 2    70 2    65 2    71 2    63 2    75 2    77 2    67
 2    76 2    76 2    68 2    70 2    70 2    63 2    73 2    79 2    63 2    74
 2    68 2    69 2    70 2    85 2    80 2    76 2    88 2    79 2    74 2    73
 2    73 2    77 2    71 2    71 2    73 2    68 2    68 2    84 2    79 2    72
 2    70 1    72 1    69 1    78 1    87 1    72 1    77 1    86 1    72 1    72
 1    86 1    66 1    84 1    78 1    73 1    78 1    75 1    69 1    73 1    80
 1    79 1    75 1    63 1    78 1    75 1    73 1    91 1    93 1    85 1    72
 1    73 1    86 1    90 1    92 1   109 1    74 1    85 1    86 1    86 1   108
 1    94 1   119 1   102 1   104 1   110 1   127 1   119 1   117 1   123 1   113
 1   124 1   133 1   109 1   136 1   127 1   143 1   127 1   109 1   115 1   118
 1   113 1   108 1   108 1   116 1    97 1   100 1    89 1   106 1    85 1    91
 1    79 1    92 1    72 1    82 1    97 1    89 1    80 1    80 1    91 1    66
 1    64 1    63 1    87 1    71 1    80 1    80 1    72 1    91 1    62 1    82
 1    92 1    80 1    87 1    99 1    74 1    99 1    82 1    85 1   104 1    85
 1    94 1    94 1   107 1   109 1   106 1   100 1    85 1   123 1   105 1   124
 1   135 1   179 1   141 1   166 1   190 1   192 1   193 1   206 1   223 0     0
   -1000                                                                        
  -10000                                                                        
